LONGITUDE,LATITUDE,ALT_GEOM,ALT_NORMAL,SIGMALT_RN,NUM_GEOPOTENCIAL,DATUM_ALT,FONT_ALT,GRAV_OBS
-34.91333333,-8.05472222,,,,,,,"978.160,19"
-34.87416389,-8.05089722,"-3,090",,,,,,"978.161,05"
-34.90600833,-8.05075,"-2,810",,,,,,"978.160,51"
-34.89030556,-8.05022222,"-1,360",,,,,,"978.159,30"
-34.86833333,-8.04972222,,"2,8221","0,089","27,604",Imbituba,Nivelamento Geométrico,"978.161,51"
-34.86638889,-8.045,,"3,3229","0,089","32,502",Imbituba,Nivelamento Geométrico,"978.160,76"
-34.86615833,-8.04498333,,"2,8177","0,089","27,561",Imbituba,Nivelamento Geométrico,"978.160,75"
-34.90820278,-8.03465,"-0,930",,,,,,"978.157,84"
-34.87311944,-8.03422778,"-1,420",,,,,,"978.159,99"
-34.89093333,-8.03372222,"-2,350",,,,,,"978.159,26"
-34.85194444,-8.0182,"18,170",,,,,,"978.160,76"
-34.85673611,-8.01771389,"-3,010",,,,,,"978.164,89"
-34.87435278,-8.01714444,"-3,060",,,,,,"978.162,26"
-34.89056667,-8.01685,"0,990",,,,,,"978.161,18"
-34.90731944,-8.01522222,"12,510",,,,,,"978.159,09"
-34.89027778,-8.00064444,"1,730",,,,,,"978.163,77"
-34.90654722,-8.00049167,"38,900",,,,,,"978.153,67"
-34.88005556,-7.94047222,,"14,1263","0,089","138,173",Imbituba,Nivelamento Geométrico,"978.162,58"
-34.93962778,-8.13378611,"52,870",,,,,,"978.143,51"
-34.9225,-8.12638889,,"8,8234","0,091","86,305",Imbituba,Nivelamento Geométrico,"978.153,27"
-34.92416667,-8.12,,"9,0266","0,091","88,292",Imbituba,Nivelamento Geométrico,"978.154,12"
-34.94023889,-8.11725278,"5,870",,,,,,"978.157,55"
-34.95625556,-8.11658889,"78,760",,,,,,"978.144,10"
-34.92805556,-8.11138889,,"5,4992","0,091","53,790",Imbituba,Nivelamento Geométrico,"978.156,60"
-34.954925,-8.10316667,"75,780",,,,,,"978.146,03"
-34.928025,-8.10231389,,"5,3330","0,090","52,164",Imbituba,Nivelamento Geométrico,"978.160,87"
-34.92363889,-8.10120556,"-3,830",,,,,,"978.160,07"
-34.93958056,-8.10033056,"-1,560",,,,,,"978.163,47"
-34.93224444,-8.09876389,"2,230",,,,,,"978.162,38"
-34.94305556,-8.09316667,,"17,7553","0,089","173,670",Imbituba,Nivelamento Geométrico,"978.161,19"
-34.94305556,-8.09305556,,"17,9503","0,089","175,578",Imbituba,Nivelamento Geométrico,"978.161,16"
-34.93613611,-8.09187778,,"7,9488","0,089","77,750",Imbituba,Nivelamento Geométrico,"978.163,09"
-34.93388889,-8.08972222,,"9,3003","0,089","90,969",Imbituba,Nivelamento Geométrico,"978.162,50"
-34.94694444,-8.08916667,,"17,5019","0,089","171,192",Imbituba,Nivelamento Geométrico,"978.160,95"
-34.93083333,-8.08666667,,"9,1978","0,089","89,967",Imbituba,Nivelamento Geométrico,"978.161,97"
-34.92326389,-8.08471944,"-3,350",,,,,,"978.163,41"
-34.93991111,-8.08433611,"1,710",,,,,,"978.162,71"
-34.94416667,-8.08138889,,"6,7225","0,089","65,755",Imbituba,Nivelamento Geométrico,"978.162,14"
-34.95483611,-8.0714,"0,750",,,,,,"978.160,89"
-34.94931944,-8.06935278,,"7,2915","0,089","71,321",Imbituba,Nivelamento Geométrico,"978.161,01"
-34.94305556,-8.06777778,,,,,,,"978.161,20"
-34.92361944,-8.06765833,"0,060",,,,,,"978.159,80"
-34.95397778,-8.06668333,"1,410",,,,,,"978.160,46"
-34.945,-8.06361111,,"7,0748","0,089","69,201",Imbituba,Nivelamento Geométrico,"978.159,87"
-34.95228519,-8.05847012,"3,938","9,6220","0,089","94,116",Imbituba,Nivelamento Geométrico,"978.159,22"
-34.91416667,-8.05416667,,"5,0196","0,089","49,098",Imbituba,Nivelamento Geométrico,"978.159,96"
-34.94861111,-8.03527778,,"7,3798","0,089","72,184",Imbituba,Nivelamento Geométrico,"978.157,74"
-34.92374722,-8.03475833,"0,770",,,,,,"978.157,50"
-34.94076111,-8.034675,"1,480",,,,,,"978.157,39"
-34.94009167,-8.03413056,"0,680",,,,,,"978.157,54"
-34.92338611,-8.01739722,"39,540",,,,,,"978.152,32"
-34.940225,-8.01540833,"10,190",,,,,,"978.158,33"
-34.93876667,-8.00109722,"33,840",,,,,,"978.150,86"
-34.92406944,-7.99956667,"27,570",,,,,,"978.154,29"
-34.93910833,-7.98588889,"23,780",,,,,,"978.153,58"
-34.92326389,-7.984125,"72,720",,,,,,"978.143,31"
-34.92475556,-7.96578056,"66,310",,,,,,"978.148,11"
-34.93848889,-7.96521389,"25,710",,,,,,"978.156,44"
-34.94003889,-7.95073333,"84,850",,,,,,"978.144,21"
-34.90847778,-7.95035833,"48,640",,,,,,"978.152,25"
-34.92391389,-7.94928056,"69,780",,,,,,"978.147,33"
-34.92293056,-7.93623333,"19,190",,,,,,"978.159,34"
-34.906025,-7.93422778,"55,480",,,,,,"978.151,34"
-34.940175,-7.93415556,"40,730",,,,,,"978.154,40"
-34.92376111,-7.91758056,"77,810",,,,,,"978.147,56"
-34.906825,-7.91729444,"12,580",,,,,,"978.161,89"
-34.9475,-8.05222222,,"10,8624","0,089","106,249",Imbituba,Nivelamento Geométrico,"978.158,58"
-34.94555556,-8.05222222,,"9,4618","0,089","92,549",Imbituba,Nivelamento Geométrico,"978.158,90"
-34.95,-8.05194444,,"9,1556","0,089","89,554",Imbituba,Nivelamento Geométrico,"978.158,98"
-34.95333333,-8.05166667,,"10,5527","0,089","103,219",Imbituba,Nivelamento Geométrico,"978.158,59"
-34.95055556,-8.05166667,,"11,3125","0,089","110,651",Imbituba,Nivelamento Geométrico,"978.158,35"
-34.92083333,-8.05138889,,"5,9586","0,089","58,283",Imbituba,Nivelamento Geométrico,"978.159,76"
-34.95151642,-8.05096381,"20,180","25,9125","0,089","253,458",Imbituba,Nivelamento Geométrico,"978.154,37"
-34.92055556,-8.05083333,,,,,,,"978.159,84"
-34.92375833,-8.050825,"-0,100",,,,,,"978.159,73"
-34.94008056,-8.05071667,"2,080",,,,,,"978.158,85"
-34.94833333,-8.04694444,,"10,1459","0,089","99,240",Imbituba,Nivelamento Geométrico,"978.157,97"
-34.92694444,-8.04666667,,"7,1116","0,089","69,561",Imbituba,Nivelamento Geométrico,"978.159,07"
-34.93333333,-8.04361111,,"7,1739","0,089","70,170",Imbituba,Nivelamento Geométrico,"978.158,10"
-34.93777778,-8.04055556,,"6,8677","0,089","67,175",Imbituba,Nivelamento Geométrico,"978.157,68"
-35.03073333,-8.28078333,,"11,5106","0,089","112,590",Imbituba,Nivelamento Geométrico,"978.159,99"
-35.03008056,-8.27974722,,"17,4308","0,089","170,497",Imbituba,Nivelamento Geométrico,"978.158,83"
-35.02402222,-8.23420556,"44,440",,,,,,"978.156,10"
-35.02674722,-8.27473056,"7,430",,,,,,"978.160,72"
-35.02367778,-8.25116111,"8,810",,,,,,"978.162,08"
-35.02352222,-8.26928056,"2,980",,,,,,"978.162,23"
-35.02189722,-8.26871944,,"10,1100","0,089","98,890",Imbituba,Nivelamento Geométrico,"978.161,51"
-35.02346111,-8.28411111,"4,850",,,,,,"978.158,62"
-35.013325,-8.25915556,"3,680",,,,,,"978.159,92"
-35.00700556,-8.234125,"23,690",,,,,,"978.159,82"
-35.00563056,-8.25076111,"9,390",,,,,,"978.156,73"
-35.00643333,-8.26748889,"7,400",,,,,,"978.156,33"
-35.00426389,-8.24928611,,"9,9222","0,089","97,053",Imbituba,Nivelamento Geométrico,"978.157,79"
-35.00469444,-8.28155833,"1,200",,,,,,"978.157,32"
-34.99423611,-8.24521944,"8,600",,,,,,"978.155,31"
-34.98980833,-8.25144167,"16,520",,,,,,"978.153,33"
-34.99131944,-8.26651667,"-2,630",,,,,,"978.156,27"
-34.98961944,-8.283725,"-3,060",,,,,,"978.157,17"
-34.9839,-8.23868333,"5,820",,,,,,"978.153,16"
-34.98383889,-8.23907222,,"18,9387","0,089","185,246",Imbituba,Nivelamento Geométrico,"978.151,79"
-34.97858333,-8.23273611,,"2,6273","0,089","25,699",Imbituba,Nivelamento Geométrico,"978.154,72"
-34.97592778,-8.2348,"-3,480",,,,,,"978.153,39"
-34.97358333,-8.25121944,"-3,300",,,,,,"978.152,35"
-34.97334167,-8.28375556,"-3,650",,,,,,"978.155,85"
-34.97140833,-8.270975,"10,120",,,,,,"978.150,32"
-34.956075,-8.23375,"-4,130",,,,,,"978.147,74"
-34.95714167,-8.25029167,"-3,500",,,,,,"978.149,00"
-34.95591389,-8.28464167,"9,440",,,,,,"978.153,61"
-34.95423333,-8.268325,"2,730",,,,,,"978.150,33"
-34.941725,-8.23393333,"-4,080",,,,,,"978.144,13"
-34.94239444,-8.24945833,"-2,250",,,,,,"978.145,73"
-35.03969444,-8.38429722,"10,630",,,,,,"978.169,81"
-35.0086,-8.383975,"4,020",,,,,,"978.163,52"
-34.99023333,-8.37996389,"-1,830",,,,,,"978.164,90"
-35.03921944,-8.37731111,,"12,1339","0,089","118,687",Imbituba,Nivelamento Geométrico,"978.171,81"
-35.04000556,-8.36880833,"4,220",,,,,,"978.173,72"
-35.02640278,-8.36773611,"8,540",,,,,,"978.167,09"
-34.97296111,-8.36743056,"-1,250",,,,,,"978.168,10"
-35.00769444,-8.36715556,"2,470",,,,,,"978.165,16"
-35.02415278,-8.36303333,,"9,6311","0,089","94,206",Imbituba,Nivelamento Geométrico,"978.167,37"
-34.97235833,-8.35204167,"1,800",,,,,,"978.168,52"
-35.008075,-8.35166944,"23,860",,,,,,"978.159,72"
-34.95634722,-8.350825,"29,700",,,,,,"978.165,24"
-35.02333889,-8.35033333,"3,710",,,,,,"978.167,04"
-35.03963333,-8.35032778,"8,780",,,,,,"978.169,66"
-35.01678889,-8.34817222,,"10,6711","0,089","104,378",Imbituba,Nivelamento Geométrico,"978.164,91"
-34.98612778,-8.34687778,"2,260",,,,,,"978.165,50"
-35.02297222,-8.18385,"81,400",,,,,,"978.147,73"
-35.02324722,-8.20028333,"83,870",,,,,,"978.147,79"
-35.02306944,-8.21725278,"73,820",,,,,,"978.150,58"
-35.00621111,-8.18406944,"95,050",,,,,,"978.145,37"
-35.00623611,-8.20036667,"86,670",,,,,,"978.148,00"
-35.00651667,-8.21627222,"80,910",,,,,,"978.149,61"
-34.99283333,-8.18350278,"60,070",,,,,,"978.152,32"
-34.99351389,-8.20245278,"14,630",,,,,,"978.163,08"
-34.98933889,-8.21729167,"-3,410",,,,,,"978.158,50"
-34.98904722,-8.21845278,"-0,110",,,,,,"978.164,30"
-34.97599167,-8.20036944,"-2,100",,,,,,"978.163,16"
-34.97176111,-8.18463611,"6,780",,,,,,"978.160,72"
-34.9725,-8.22888889,,"5,7871","0,089","56,606",Imbituba,Nivelamento Geométrico,"978.152,49"
-34.97078611,-8.21869167,"-2,990",,,,,,"978.155,99"
-34.96555556,-8.22055556,,"7,8871","0,089","77,147",Imbituba,Nivelamento Geométrico,"978.152,06"
-34.96514444,-8.22328056,,"7,6233","0,089","74,566",Imbituba,Nivelamento Geométrico,"978.151,27"
-34.96305556,-8.21055556,,"4,5323","0,089","44,332",Imbituba,Nivelamento Geométrico,"978.152,59"
-34.95753889,-8.19565278,"2,110",,,,,,"978.150,28"
-34.95604167,-8.184175,"-3,380",,,,,,"978.151,32"
-34.95619444,-8.20095833,"-3,380",,,,,,"978.150,20"
-34.95706944,-8.21702222,"-4,120",,,,,,"978.149,31"
-34.95305556,-8.18611111,,"4,8348","0,090","47,291",Imbituba,Nivelamento Geométrico,"978.149,62"
-34.94416667,-8.17666667,,"11,8104","0,090","115,522",Imbituba,Nivelamento Geométrico,"978.147,36"
-34.93950556,-8.18509444,"-4,730",,,,,,"978.145,83"
-34.93974167,-8.21682778,"-4,580",,,,,,"978.143,51"
-34.93765278,-8.19935,"-4,330",,,,,,"978.143,50"
-34.92372778,-8.18404444,"-3,230",,,,,,"978.141,10"
-34.92373889,-8.20063333,"-0,940",,,,,,"978.139,43"
-34.92403333,-8.21776944,"-2,360",,,,,,"978.139,46"
-35.014925,-8.34339444,"11,450",,,,,,"978.162,13"
-34.97410278,-8.33726667,"6,470",,,,,,"978.165,96"
-35.00674167,-8.33347778,"5,140",,,,,,"978.161,76"
-34.99005278,-8.333375,"5,190",,,,,,"978.163,10"
-34.95671111,-8.333325,"24,010",,,,,,"978.169,79"
-35.023775,-8.332975,"8,550",,,,,,"978.163,23"
-35.00955833,-8.32862222,,"8,0064","0,089","78,314",Imbituba,Nivelamento Geométrico,"978.161,86"
-34.96857778,-8.31918889,"33,650",,,,,,"978.158,82"
-34.95564167,-8.31736667,"3,130",,,,,,"978.169,66"
-34.99107222,-8.31711944,"5,510",,,,,,"978.160,53"
-35.00452778,-8.31707778,"11,960",,,,,,"978.158,42"
-35.03630278,-8.31616111,"44,170",,,,,,"978.155,71"
-35.02073889,-8.3152,"16,000",,,,,,"978.158,77"
-35.014875,-8.31504722,,"26,5316","0,089","259,515",Imbituba,Nivelamento Geométrico,"978.156,78"
-35.01976389,-8.30695,,"12,1050","0,089","118,404",Imbituba,Nivelamento Geométrico,"978.159,71"
-34.95693889,-8.30151389,"15,430",,,,,,"978.159,95"
-35.02305,-8.30151111,"15,480",,,,,,"978.157,67"
-35.00513889,-8.30065,"5,210",,,,,,"978.157,57"
-34.99404722,-8.30008611,"0,070",,,,,,"978.158,51"
-34.97335,-8.29912778,"8,410",,,,,,"978.157,94"
-35.02641944,-8.29154444,"5,020",,,,,,"978.159,57"
-35.03621111,-8.28645556,,"14,7095","0,089","143,879",Imbituba,Nivelamento Geométrico,"978.160,42"
-35.02322778,-8.01726111,"32,000",,,,,,"978.148,85"
-35.02226111,-8.03456111,"63,130",,,,,,"978.142,71"
-35.02325278,-8.052775,"59,820",,,,,,"978.141,69"
-35.02306111,-8.06736944,"111,810",,,,,,"978.133,81"
-35.00668333,-8.01732222,"43,910",,,,,,"978.148,50"
-35.0067,-8.03408056,"25,660",,,,,,"978.151,31"
-35.00761111,-8.0494,"47,920",,,,,,"978.145,88"
-35.00799444,-8.0676,"43,530",,,,,,"978.149,81"
-34.99066111,-8.01796111,"38,700",,,,,,"978.151,62"
-34.99258333,-8.05362222,"9,430",,,,,,"978.156,47"
-34.99050833,-8.03348611,"34,270",,,,,,"978.150,68"
-34.98985833,-8.06700556,"21,670",,,,,,"978.156,83"
-34.97240833,-8.01785278,"16,090",,,,,,"978.158,57"
-34.97283611,-8.03454444,"28,830",,,,,,"978.152,64"
-34.95585833,-8.01763056,"32,200",,,,,,"978.153,33"
-34.95682778,-8.0345,"0,540",,,,,,"978.159,27"
-34.95675278,-8.05062222,"3,290",,,,,,"978.159,57"
-34.95277778,-8.03277778,,"6,9921","0,089","68,392",Imbituba,Nivelamento Geométrico,"978.158,33"
-34.95447778,-8.0559,,"10,2251","0,089","100,015",Imbituba,Nivelamento Geométrico,"978.159,20"
-34.95410278,-8.0523,,"10,2618","0,089","100,374",Imbituba,Nivelamento Geométrico,"978.158,80"
-35.04000278,-8.13518889,"68,860",,,,,,"978.146,46"
-35.03983611,-8.15065,"85,640",,,,,,"978.143,58"
-35.03979167,-8.16712222,"89,600",,,,,,"978.143,96"
-35.02554444,-8.16771667,"89,450",,,,,,"978.143,96"
-35.02312222,-8.15144722,"104,230",,,,,,"978.140,76"
-35.00739444,-8.13343889,"91,630",,,,,,"978.143,77"
-35.0079,-8.15041111,"58,040",,,,,,"978.152,02"
-35.00536944,-8.16639722,"6,330",,,,,,"978.162,80"
-34.99459167,-8.15903056,"13,560",,,,,,"978.161,33"
-34.99000833,-8.13389444,"51,660",,,,,,"978.154,02"
-34.99047778,-8.150875,"38,180",,,,,,"978.155,37"
-34.99206389,-8.16685833,"45,890",,,,,,"978.154,35"
-34.97417778,-8.13312778,"33,310",,,,,,"978.157,50"
-34.97377222,-8.15078889,"1,090",,,,,,"978.163,42"
-34.97330833,-8.16691944,"0,980",,,,,,"978.162,98"
-34.95675278,-8.13428889,"15,720",,,,,,"978.156,88"
-34.95687222,-8.15064167,"-0,810",,,,,,"978.158,41"
-34.95688056,-8.16710833,"-3,000",,,,,,"978.156,20"
-34.94087778,-8.15116944,"18,280",,,,,,"978.150,02"
-34.93996389,-8.16619722,"2,010",,,,,,"978.149,86"
-34.93975556,-8.17330833,"3,780",,,,,,"978.147,19"
-34.93888889,-8.17277778,,"10,3885","0,090","101,614",Imbituba,Nivelamento Geométrico,"978.147,23"
-34.93055556,-8.16333333,,"10,1745","0,092","99,520",Imbituba,Nivelamento Geométrico,"978.147,25"
-34.92469722,-8.15083056,"15,450",,,,,,"978.147,23"
-34.92209722,-8.13757222,"4,470",,,,,,"978.151,61"
-34.92332778,-8.168175,"-1,330",,,,,,"978.144,66"
-34.92111111,-8.15444444,,"12,2379","0,092","119,703",Imbituba,Nivelamento Geométrico,"978.147,01"
-34.91833333,-8.14305556,,,,,,,"978.149,68"
-35.04065278,-8.08393333,"78,440",,,,,,"978.140,89"
-35.04090833,-8.117,"56,830",,,,,,"978.148,13"
-35.02788333,-8.09107778,,"65,1186","0,089","636,941",Imbituba,Nivelamento Geométrico,"978.148,19"
-35.02334722,-8.08341111,"67,300",,,,,,"978.145,77"
-35.02343333,-8.10021111,"107,220",,,,,,"978.138,54"
-35.02345833,-8.11726944,"38,500",,,,,,"978.154,50"
-35.02268889,-8.13148889,"68,630",,,,,,"978.147,62"
-35.01952778,-8.10986111,,,,,,,"978.146,92"
-35.00788611,-8.08737778,,"64,3523","0,089","629,446",Imbituba,Nivelamento Geométrico,"978.150,76"
-35.00698889,-8.08385,"44,130",,,,,,"978.152,91"
-35.00589722,-8.11659167,"36,640",,,,,,"978.156,05"
-35.00471389,-8.10481389,"61,680",,,,,,"978.150,82"
-34.99549444,-8.08238889,,"37,8535","0,089","370,256",Imbituba,Nivelamento Geométrico,"978.155,81"
-34.99032778,-8.08349722,"25,420",,,,,,"978.158,20"
-34.9905,-8.10058333,"57,930",,,,,,"978.153,03"
-34.99010556,-8.11784444,"66,290",,,,,,"978.150,42"
-34.98423333,-8.07812778,,"22,5427","0,089","220,497",Imbituba,Nivelamento Geométrico,"978.158,93"
-34.97908056,-8.10698056,"24,360",,,,,,"978.160,95"
-34.97418889,-8.08241389,"45,160",,,,,,"978.154,58"
-34.97255556,-8.07636944,,"22,3966","0,089","219,068",Imbituba,Nivelamento Geométrico,"978.159,38"
-34.97335278,-8.10060833,"58,230",,,,,,"978.152,73"
-34.97256389,-8.11736667,"16,850",,,,,,"978.161,47"
-34.95669167,-8.08351389,"13,420",,,,,,"978.159,68"
-34.99064722,-8.00218611,"74,040",,,,,,"978.143,92"
-34.97390278,-8.00145278,"91,710",,,,,,"978.140,42"
-35.02355556,-8.00140278,"24,230",,,,,,"978.150,50"
-35.03972222,-8.00109722,"32,490",,,,,,"978.147,06"
-34.95840278,-7.99979167,"39,290",,,,,,"978.150,78"
-35.007225,-7.99968333,"118,200",,,,,,"978.133,41"
-35.02319444,-7.984975,"104,710",,,,,,"978.136,39"
-34.9899,-7.98453056,"102,770",,,,,,"978.136,99"
-35.00828889,-7.98336667,"71,430",,,,,,"978.144,52"
-34.96209722,-7.98316667,"89,210",,,,,,"978.140,69"
-34.97431944,-7.98271944,"95,740",,,,,,"978.139,47"
-34.99053889,-7.96872222,"98,630",,,,,,"978.141,02"
-35.023925,-7.96758611,"123,270",,,,,,"978.133,76"
-34.97273889,-7.96752222,"95,470",,,,,,"978.142,06"
-35.00765833,-7.96735556,"106,490",,,,,,"978.137,77"
-34.95920833,-7.96476389,"91,750",,,,,,"978.142,43"
-34.956575,-7.95177778,"93,960",,,,,,"978.141,90"
-35.0073,-7.95094167,"110,070",,,,,,"978.136,24"
-35.02386667,-7.95048611,"121,780",,,,,,"978.133,29"
-34.97318611,-7.94821667,"99,930",,,,,,"978.140,46"
-34.99030833,-7.94678333,"100,470",,,,,,"978.139,78"
-35.00679444,-7.93442778,"110,120",,,,,,"978.136,60"
-34.96983333,-7.93437222,"96,180",,,,,,"978.141,87"
-34.99021111,-7.93427222,"82,020",,,,,,"978.143,99"
-34.95863611,-7.9337,"87,800",,,,,,"978.143,72"
-35.02409167,-7.93342222,"115,570",,,,,,"978.133,30"
-34.95760833,-7.91910833,"93,960",,,,,,"978.142,79"
-35.0062,-7.91808056,"111,130",,,,,,"978.136,69"
-34.98977778,-7.91768889,"102,620",,,,,,"978.139,90"
-34.94048056,-7.91768611,"82,450",,,,,,"978.145,69"
-34.97433333,-7.91703333,"99,920",,,,,,"978.141,06"
-35.02126111,-7.91628611,"118,060",,,,,,"978.133,80"
-34.95849167,-7.89799722,"94,420",,,,,,"978.141,58"
-35.00800556,-7.80113611,"108,450",,,,,,"978.132,88"
-35.12336667,-8.36710833,"94,340",,,,,,"978.149,65"
-35.12368611,-8.38445278,"72,090",,,,,,"978.157,74"
-35.10850556,-8.317625,,"72,1600","0,089","705,818",Imbituba,Nivelamento Geométrico,"978.154,29"
-35.10608611,-8.31681667,"60,310",,,,,,"978.155,76"
-35.10599167,-8.33535,"73,010",,,,,,"978.154,38"
-35.10440833,-8.35120833,"100,380",,,,,,"978.151,16"
-35.10534167,-8.36645278,"100,800",,,,,,"978.152,50"
-35.10695833,-8.38359167,"104,990",,,,,,"978.152,44"
-35.08931111,-8.317875,"49,090",,,,,,"978.159,59"
-35.08736944,-8.30861944,"68,380",,,,,,"978.155,30"
-35.08920556,-8.33381111,"100,380",,,,,,"978.149,64"
-35.090125,-8.35039167,"64,390",,,,,,"978.159,63"
-35.08998056,-8.36744722,"95,600",,,,,,"978.154,97"
-35.0903,-8.38380278,"40,090",,,,,,"978.167,30"
-35.07441389,-8.35354167,"73,810",,,,,,"978.158,33"
-35.07052778,-8.31816667,"124,330",,,,,,"978.144,63"
-35.07167778,-8.33536111,"72,840",,,,,,"978.157,83"
-35.07311389,-8.36600556,"61,580",,,,,,"978.162,80"
-35.07401389,-8.38348889,"57,100",,,,,,"978.164,72"
-35.05721389,-8.31633333,"49,630",,,,,,"978.161,16"
-35.05707222,-8.33454167,"106,000",,,,,,"978.150,89"
-35.056875,-8.36608889,"74,220",,,,,,"978.161,23"
-35.05438056,-8.35331944,"54,990",,,,,,"978.164,44"
-35.05631944,-8.38383889,"30,070",,,,,,"978.171,19"
-35.04355833,-8.33366389,"20,790",,,,,,"978.166,49"
-35.12309722,-8.10158056,"167,220",,,,,,"978.112,22"
-35.11133056,-8.11460556,,"88,0625","0,089","861,359",Imbituba,Nivelamento Geométrico,"978.132,41"
-35.10794444,-8.10057222,"105,850",,,,,,"978.127,28"
-35.10715556,-8.11734444,"80,450",,,,,,"978.134,17"
-35.10733889,-8.13008333,"135,440",,,,,,"978.122,53"
-35.10440556,-8.10808056,,"123,8805","0,089","1.211,695",Imbituba,Nivelamento Geométrico,"978.125,73"
-35.10137778,-8.11856944,,"91,1539","0,089","891,596",Imbituba,Nivelamento Geométrico,"978.133,89"
-35.09916667,-8.11777778,,"96,7056","0,089","945,898",Imbituba,Nivelamento Geométrico,"978.132,61"
-35.09276667,-8.09806111,,"104,3485","0,089","1.020,653",Imbituba,Nivelamento Geométrico,"978.130,51"
-35.092275,-8.0982,"98,250",,,,,,"978.130,84"
-35.09138611,-8.13479167,"114,910",,,,,,"978.129,86"
-35.08948611,-8.11745556,"86,650",,,,,,"978.134,98"
-35.07302778,-8.09586944,"77,030",,,,,,"978.138,02"
-35.07490556,-8.11651944,"78,000",,,,,,"978.139,00"
-35.07528611,-8.132275,"125,350",,,,,,"978.129,33"
-35.07203333,-8.10026111,"80,200",,,,,,"978.137,58"
-35.06228333,-8.10857778,"72,130",,,,,,"978.141,82"
-35.06001389,-8.11661111,"46,960",,,,,,"978.147,74"
-35.05823056,-8.10031667,"75,900",,,,,,"978.141,15"
-35.05618889,-8.09713889,,"68,1211","0,089","666,309",Imbituba,Nivelamento Geométrico,"978.143,57"
-35.05663889,-8.11684722,"11,940",,,,,,"978.165,10"
-35.05538889,-8.13103611,"97,680",,,,,,"978.137,77"
-35.04293333,-8.09949167,"59,080",,,,,,"978.146,78"
-35.0423,-8.09438889,"53,790",,,,,,"978.147,62"
-35.12435556,-8.08466389,"113,160",,,,,,"978.121,00"
-35.10630556,-8.08438889,"77,310",,,,,,"978.130,58"
-35.08945278,-8.08431111,"84,300",,,,,,"978.131,42"
-35.07261667,-8.08363333,"83,280",,,,,,"978.134,67"
-35.05555,-8.08122778,"69,310",,,,,,"978.140,47"
-35.03979167,-8.06989722,"115,320",,,,,,"978.130,87"
-35.0725,-8.06764722,"98,880",,,,,,"978.129,17"
-35.05856389,-8.06763056,"84,310",,,,,,"978.133,49"
-35.12387778,-8.06733333,"151,520",,,,,,"978.113,42"
-35.09030556,-8.06729444,"94,500",,,,,,"978.127,72"
-35.10448333,-8.06591389,"103,750",,,,,,"978.124,53"
-35.05614167,-8.05334444,"105,440",,,,,,"978.128,47"
-35.03815,-8.05127222,"104,390",,,,,,"978.130,51"
-35.07304167,-8.05114444,"123,360",,,,,,"978.124,68"
-35.12355278,-8.05076111,"162,580",,,,,,"978.110,09"
-35.10685833,-8.05068056,"127,870",,,,,,"978.120,50"
-35.0892,-8.05013889,"89,240",,,,,,"978.130,65"
-35.07348611,-8.034675,"135,970",,,,,,"978.122,16"
-35.12353333,-8.03399444,"129,590",,,,,,"978.115,05"
-35.10666944,-8.03393889,"110,840",,,,,,"978.122,16"
-35.08998889,-8.03381944,"109,430",,,,,,"978.125,64"
-35.03948333,-8.03347222,"124,860",,,,,,"978.127,16"
-35.05749722,-8.03319444,"135,470",,,,,,"978.124,47"
-35.07344167,-8.01741944,"132,480",,,,,,"978.122,07"
-35.10666944,-8.017225,"92,300",,,,,,"978.124,98"
-35.05543889,-8.01718611,"109,950",,,,,,"978.128,89"
-35.04206944,-8.01625278,"61,360",,,,,,"978.140,00"
-35.09156944,-8.01478889,"148,220",,,,,,"978.116,32"
-35.10738889,-7.98180833,"55,660",,,,,,"978.135,23"
-35.03949444,-8.21663056,"103,750",,,,,,"978.143,11"
